grid_id,yearsdisturbed,land_ha,forestcover
1581,31,216535.05,0.5364486719355597
1582,31,216535.13999999998,0.2966924444688285
1583,31,216459.36,0.5268187986881233
1584,31,216546.12,0.5632355361527603
1585,31,216448.74,0.18061768342934223
1586,31,216535.13999999998,0.03914510134475171
1587,31,216535.05,0.07140021904075114
1588,31,216448.74,0.40915539633078946
1589,31,152082.09,0.2166343847589154
1629,31,181520.37,0.2014038424447901
1631,31,214876.71,0.43505496710183245
1632,31,216535.31999999998,0.41225496145386353
1633,31,183432.15,0.29482541637330206
1635,31,216535.31999999998,0.2552428398286247
1636,31,216535.31999999998,0.3863932221311517
1637,31,216448.74,0.13602698726728554
1638,31,216535.31999999998,0.09670491631573085
1639,31,216535.31999999998,0.13647053053515704
1640,31,216448.74,0.18527924902681348
1641,31,216535.31999999998,0.09196167165707655
1642,31,216535.31999999998,0.1279686842774657
1643,31,216448.74,0.1115877597624269
1644,31,216535.31999999998,0.1002345021588164
1645,31,216535.31999999998,0.14822681121952763
1646,31,167185.71,0.19884594203655323
1650,31,216448.65,0.09886132345939787
1651,31,216535.41,0.12210441700967062
1652,31,216535.22999999998,0.10566068163596289
1653,31,216448.65,0.10722478518577039
1654,31,216535.41,0.13952664832047562
1655,31,216535.22999999998,0.08902482058000447
1656,31,216448.65,0.09681141462420764
1657,31,216535.41,0.13634578289065977
1658,31,216535.22999999998,0.2018785118707935
1659,31,215883.81,0.44406845515650295
1660,31,216535.41,0.2682413467617144
1661,31,216535.22999999998,0.6007858859733818
1662,31,216448.65,0.17158443815657895
1663,31,216535.41,0.36042783949285706
1664,31,216442.89,0.5391420341874015
1665,31,216535.22999999998,0.4877177261178239
1666,31,216535.13999999998,0.19809879357225807
1667,31,216448.83,0.1076604572082926
1668,31,207586.35,0.3418247876124803
1711,31,216391.22999999998,0.3334967872773772
1712,31,114149.06999999999,0.4182814630027209
1715,31,164927.16,0.2435018586386863
1716,31,192550.22999999998,0.24488804817319618
1717,31,215789.85,0.2000404560270096
1718,31,216448.56,0.15051784128293577
1719,31,216535.22999999998,0.10221463731329078
1720,31,216535.05,0.17810797836193262
1721,31,216448.56,0.1312507692358868
1722,31,216535.22999999998,0.13223982074418097
1723,31,216535.05,0.09632930096074516
1724,31,216448.56,0.2030437624533053
1725,31,216535.22999999998,0.29459917446228034
1730,31,216535.31999999998,0.12892506404959708
1731,31,216448.65,0.1917600317673499
1732,31,216535.13999999998,0.1859875491802393
1733,31,216535.31999999998,0.3303188597592301
1734,31,216448.65,0.24627554849614444
1735,31,216535.13999999998,0.17940552281722033
1736,31,216535.31999999998,0.1439187380608392
1737,31,216448.65,0.3006704823522808
1738,31,216535.13999999998,0.4409591902727659
1739,31,216535.31999999998,0.40442769336660644
1740,31,216448.65,0.1675690284970592
1741,31,216535.13999999998,0.11693404590127958
1742,31,216535.31999999998,0.12951402108441248
1743,31,216450.18,0.5347425906506522
1744,31,216544.94999999998,0.4458750942933557
1745,31,216448.65,0.46265319742118977
1746,31,216535.13999999998,0.07450665975046822
1747,31,212984.1,0.3482030348744342
1798,31,149443.47,0.326243629112734
1799,31,216535.31999999998,0.10632482497543588
1800,31,210044.52,0.131346011788358
1801,31,216535.31999999998,0.11399955443758553
1802,31,216535.31999999998,0.1185125364305463
1803,31,216448.65,0.11885230053409895
1804,30,216535.31999999998,0.15262341496989962
1805,31,215351.91,0.24491610034942343
1806,31,186499.62,0.2172232844227779
1809,31,120928.86,0.1435875604880423
1810,31,216448.65,0.1667569652201573
1811,31,216535.31999999998,0.19198170534026507
1812,31,216535.31999999998,0.13950052120827217
1813,31,216448.65,0.2274371773628526
1814,31,216535.31999999998,0.2873233336713844
1815,31,216535.31999999998,0.22130777556289663
1816,31,216448.65,0.17778447682625878
1817,31,216535.31999999998,0.23940376101229122
1818,31,216535.31999999998,0.3856824835781987
1819,31,216448.65,0.5173712102154484
1820,31,216535.31999999998,0.5393666031019789
1821,31,216535.31999999998,0.2293029608287461
1822,31,216448.65,0.1786106774054724
1823,31,216535.31999999998,0.18690886087313607
1824,31,216508.13999999998,0.6663582256075916
1825,31,172895.49,0.6104314230521571
1826,31,216535.22999999998,0.5829754354522357
1827,31,216448.83,0.3974927931003369
1880,31,144486.99,0.10461557819150362
1881,31,145755.99,0.08611673523674739
1882,31,216460.53,0.10589671936957744
1883,31,216535.05,0.095789804006326
1884,31,204248.07,0.13343964523140903
1885,31,212004.72,0.18959945797433186
1888,31,109125.72,0.12617566234614536
1889,31,215198.81999999998,0.277396827733535
1890,31,216535.13999999998,0.22586666533662852
1891,31,216448.56,0.23265185963815144
1892,31,216535.13999999998,0.13388787612024544
1893,31,216535.13999999998,0.21206918193508917
1894,31,216448.56,0.2656579004267804
1895,31,216535.13999999998,0.27627594301784
1896,31,216535.13999999998,0.15819681738492883
1897,31,216448.56,0.4270689534732871
1898,31,216535.13999999998,0.38235479931802296
1899,31,216535.13999999998,0.43323083726733685
1900,31,216448.56,0.39301093063404996
1901,31,216535.13999999998,0.303631918588364
1902,31,216535.13999999998,0.13809910945632195
1903,31,216448.56,0.2629194206697425
1904,31,214153.74,0.7092565369159558
1905,31,216468.09,0.6337033786365464
1906,31,216535.13999999998,0.6110278451802327
1907,31,125397.54,0.4123272274719265
1962,31,189219.24,0.1230610586957225
1963,31,216448.65,0.15989538396289374
1964,31,177477.84,0.09915536497401592
1969,31,216535.31999999998,0.16931371750345398
1970,31,216448.56,0.25555637792184893
1971,31,216535.31999999998,0.27088656945204137
1972,31,216535.31999999998,0.05580627677738671
1973,31,216448.56,0.20438722253453662
1974,31,216535.31999999998,0.6233555338685625
1975,31,216535.31999999998,0.1444366212403593
1976,31,216448.56,0.13462833848374875
1977,31,216535.31999999998,0.3248831645571725
1978,31,216535.31999999998,0.6777669342812064
1979,31,216448.56,0.6075404243853597
1980,31,216535.31999999998,0.41625296972336895
1981,31,216535.31999999998,0.26219976491595
1982,31,216448.56,0.30453924017789724
1983,31,216535.31999999998,0.5681078726556019
1984,31,216535.31999999998,0.6466257791107706
1985,31,216452.25,0.7225608881404559
1986,31,216535.13999999998,0.7425927265200466
1987,31,133009.11,0.6841818579193562
1992,31,110589.75,0.09024923195865801
2042,31,169380.72,0.1368028191166031
2043,31,111461.31,0.14963515142608677
2046,31,143681.58,0.1430863998015612
2047,31,212966.46,0.14464179007342282
2048,31,216448.65,0.13964951964357364
2049,31,216535.22999999998,0.15744569601907277
2050,31,216535.31999999998,0.2652929323493276
2051,31,216448.65,0.29702596897693745
2052,31,216535.22999999998,0.1445842323209946
2053,31,216535.31999999998,0.4737217928234526
2054,31,216448.65,0.39221533606238707
2055,31,216535.22999999998,0.20086477382918244
2056,31,216535.31999999998,0.14168967907868335
2057,31,216448.65,0.3363048002378393
2058,31,216535.22999999998,0.4515635631208834
2059,31,216535.31999999998,0.3293928214574879
2060,31,216448.65,0.3675661178759951
2061,31,216535.22999999998,0.3135563667861346
2062,31,216535.31999999998,0.678103184274972
2063,31,202109.13,0.3100130607657358
2064,31,122198.48999999999,0.24210299161634485
2065,31,154439.72999999998,0.49285459123763037
2066,31,117909.09,0.5254968891711402
2127,31,216438.75,0.0990662716357399
2128,31,216535.22999999998,0.08805139930347593
2129,31,216535.22999999998,0.09884382324298914
2130,31,216448.56,0.3293568689022463
2131,31,216535.22999999998,0.21682356261380653
2132,31,216535.22999999998,0.35136185460444475
2133,31,216448.56,0.20312193345153232
2134,31,216535.22999999998,0.2564898561772142
2135,31,216535.22999999998,0.269743265333775
2136,31,216448.56,0.1934603307132189
2137,31,216535.22999999998,0.1750578878088337
2138,31,216535.22999999998,0.308971893395823
2139,31,216448.56,0.4004380070719805
2140,31,216535.22999999998,0.4580275459101967
2141,31,216535.22999999998,0.48548991311944945
2142,31,216448.56,0.5474186106851439
2143,31,208843.38,0.29971488682092773
2206,31,216538.29,0.05293350196863566
2207,31,216524.88,0.11838939709838425
2208,31,216448.47,0.05031761139267928
2209,31,216535.22999999998,0.2326514258211008
2210,31,216535.22999999998,0.2630269910351309
2211,31,216448.47,0.17357627891756408
2212,31,216535.22999999998,0.23151174984320105
2213,31,216535.22999999998,0.24315041021269382
2214,31,216448.47,0.3574166636520923
2215,31,216535.22999999998,0.27788226423940343
2216,31,216535.22999999998,0.1604806755926045
2217,31,216448.47,0.4407785834660785
2218,31,216535.22999999998,0.6224326637286691
2219,31,216535.22999999998,0.4607478884613834
2220,31,216448.47,0.6138941522663569
2221,31,216535.22999999998,0.7547643401953577
2222,31,216121.31999999998,0.3614961263423711
2286,31,199950.3,0.0947044340518619
2287,31,216448.56,0.08683633654111628
2288,31,216527.04,0.18830844406315256
2289,31,216535.05,0.11520712235732737
2290,31,216448.47,0.1814478522301405
2291,31,216535.13999999998,0.2349832456755056
2292,31,216535.05,0.06945503741772983
2293,31,216448.47,0.3045826103552499
2294,31,216535.13999999998,0.31268698466216616
2295,31,216535.05,0.4793663196789619
2296,31,216448.47,0.22178618310399698
2297,31,216535.13999999998,0.23063568342764135
2298,31,216535.05,0.22740669466675256
2299,31,216448.47,0.4591712290689789
2300,31,216535.13999999998,0.6134023789395107
2301,31,216535.05,0.5262560033583478
2302,31,215633.61,0.43864363259512285
2303,31,189216.36,0.22313646663533745
2364,31,137822.22,0.15399730174133025
2365,31,174357.18,0.16039419770381694
2366,31,215168.75999999998,0.18316864399832022
2367,31,216535.22999999998,0.1869816749911781
2368,31,216456.3,0.4404715871055729
2369,31,216535.41,0.20412361193026118
2370,31,216535.31999999998,0.12066844337450353
2371,31,216448.65,0.12776420642956193
2372,31,216535.41,0.2994315340848871
2373,31,216535.31999999998,0.4906768558588964
2374,31,216448.65,0.34996392908895485
2375,31,216535.41,0.2906936098811737
2376,31,216535.31999999998,0.24477461690776361
2377,31,216448.65,0.2073247858094749
2378,31,216535.41,0.24274787204550052
2379,31,216535.31999999998,0.30445587352677617
2380,31,216448.65,0.4652731721819471
2381,31,216535.41,0.35241270700251753
2382,31,216535.31999999998,0.35868896584631094
2443,31,138315.24,0.18660611802430446
2444,31,215527.68,0.19300578932599283
2445,31,206391.06,0.16408966551167475
2446,31,216625.05,0.2882325935989397
2447,31,216448.56,0.1390990542972427
2448,31,216535.14,0.2975212244996355
2449,31,216495.81,0.6871423054330705
2450,31,216448.2,0.3252276526208118
2451,31,216535.13999999998,0.3370391521671725
2452,31,216535.31999999998,0.39515400997860306
2453,31,216448.56,0.4167782405205191
2454,31,216535.13999999998,0.35487870467583227
2455,31,216535.31999999998,0.2934705986995563
2456,31,216448.56,0.2699381783828915
2457,31,216535.13999999998,0.3985687958083847
2458,31,216535.31999999998,0.46078261043048313
2459,31,216448.56,0.3595287952019639
2460,31,216535.13999999998,0.6187212846838624
2461,31,216535.31999999998,0.6530590021064463
2462,31,216448.56,0.5244941338487076
2463,31,216535.13999999998,0.494002359155193
2464,31,115801.83,0.5332765466659724
2523,31,152559.44999999998,0.21679423988484492
2524,31,214266.6,0.2155304653175063
2525,31,216535.86,0.27295659019249746
2526,31,216495.27,0.30806945574376754
2527,31,216563.4,0.2608666561385719
2528,31,209570.03999999998,0.550691072063545
2529,31,171774.27,0.48481900112281084
2530,31,216535.22999999998,0.28314173171728224
2531,31,216448.65,0.39043944141023745
2532,31,216535.31999999998,0.38079958502843786
2533,31,216535.22999999998,0.37135564499134854
2534,31,216448.65,0.3954502834737015
2535,31,216535.31999999998,0.5166728457971661
2536,31,216470.52,0.6331158626126088
2537,31,216446.4,0.46070703878650787
2538,31,216535.31999999998,0.5382443843341586
2539,31,216535.22999999998,0.5441998514514244
2540,31,216448.65,0.38761031773586946
2541,31,216535.31999999998,0.5937202300299093
2542,31,216535.22999999998,0.5277938375201117
2543,31,216448.65,0.6882425462113069
2602,31,216448.38,0.09247678361002286
2603,31,214791.75,0.14478740454416894
2604,31,216535.31999999998,0.388467248668716
2605,31,216534.96,0.18753969335944642
2606,31,216568.8,0.2461276970643971
2607,31,216591.3,0.2358959016359383
2608,31,216515.07,0.5369479362337225
2610,31,121826.79000000001,0.3259521981987705
2611,31,216535.13999999998,0.2375631040763176
2612,31,216535.13999999998,0.33462679544761187
2613,31,216448.56,0.46159558649870436
2614,31,216535.13999999998,0.5065412939442531
2615,31,216535.13999999998,0.42675812341590375
2616,31,216372.87,0.43694697029253254
2617,31,216583.65,0.35239529853707796
2618,31,216535.13999999998,0.5757568956244238
2619,31,216448.56,0.49501535145348163
2620,31,216535.31999999998,0.3292244886423148
2621,31,216529.28999999998,0.4092430174227238
2622,31,216448.56,0.5058931784993164
2623,31,216535.13999999998,0.6366701497041081
2662,31,184365.53999999998,0.3424119821958052
2663,31,207697.5,0.40434405806521506
2664,31,190862.91,0.24995060590871215
2665,31,168159.50999999998,0.28607623797191134
2666,31,132025.32,0.40713167746914
2667,31,166247.63999999998,0.5120073884958608
2668,31,110260.44,0.5352244195651676
2669,31,209803.59,0.3228074886611807
2681,31,152856.81,0.09603517174014033
2682,31,216535.31999999998,0.23630934666917158
